age,income,gender,education_level,marital_status,purchases_last_month,website_visits,account_age_months,satisfaction_score,churn
44.0,64640.125662976054,Female,PhD,Single,,5.0,170,1.09,0
19.0,70179.81041711081,Male,PhD,Divorced,4.0,13.0,119,2.1,1
58.0,61837.41867160402,Male,Bachelor,Married,,13.0,128,,0
65.0,,Male,Master,Divorced,4.0,9.0,222,2.42,0
30.0,102052.0486979254,Female,High School,Single,,9.0,63,1.1,0
26.0,58721.03014638705,Male,Master,Married,3.0,,117,1.89,0
69.0,52936.919241088384,Female,,Single,1.0,4.0,109,1.39,0
53.0,80835.08458039525,Female,Master,Single,7.0,13.0,234,4.79,0
39.0,43141.55335516414,Female,Master,Married,,11.0,237,2.25,0
59.0,47705.57085469519,Female,High School,Single,4.0,16.0,220,1.06,0
43.0,47833.09412094756,Male,,Divorced,6.0,,205,3.64,0
,54882.5095508392,Male,Master,Divorced,,11.0,88,1.93,0
34.0,55756.01070259883,Male,Master,Single,2.0,13.0,161,3.27,0
31.0,73981.99179331014,Female,PhD,Divorced,3.0,13.0,69,1.6,0
31.0,53152.76729482646,Male,Bachelor,Single,3.0,13.0,124,4.94,0
51.0,74789.26938470374,Male,,Divorced,,11.0,198,4.88,0
37.0,77283.61409683565,Male,High School,,,10.0,4,3.62,0
28.0,46929.77601333919,Female,PhD,Divorced,2.0,6.0,106,3.83,0
33.0,,Male,PhD,Married,2.0,8.0,107,2.7,0
68.0,78668.36965916576,,Master,Married,5.0,,186,,1
48.0,24781.27126738283,Male,Bachelor,Divorced,3.0,6.0,226,2.69,1
23.0,65869.61905747934,Female,High School,Single,,8.0,157,1.96,0
36.0,49871.83783398173,Male,PhD,Divorced,,6.0,21,1.46,0
54.0,,Male,Master,Single,3.0,10.0,154,1.83,0
21.0,49667.876294528745,Male,High School,Divorced,2.0,8.0,224,3.29,0
,33210.3368937866,Female,PhD,Divorced,5.0,,86,1.98,0
,,Male,High School,Married,4.0,8.0,41,3.62,0
37.0,42060.55391801764,Male,PhD,Single,,10.0,78,2.53,1
27.0,76991.70529075776,Female,High School,Single,2.0,,162,4.55,0
,43827.75002236426,Female,PhD,Single,,,229,,0
52.0,59649.87101623446,Female,PhD,Single,,11.0,172,3.49,0
43.0,,Female,High School,Single,,7.0,129,3.23,0
54.0,81970.57244428273,Male,PhD,Married,9.0,8.0,160,4.54,1
55.0,69556.78406577898,Male,PhD,Divorced,,9.0,160,1.25,1
38.0,57448.44574895451,Female,PhD,Single,,7.0,51,1.27,0
,67657.92912422177,Male,High School,Single,,8.0,118,3.81,0
56.0,73779.67905450107,,High School,Divorced,4.0,13.0,24,4.07,0
38.0,40267.952735690225,Male,PhD,Married,2.0,12.0,172,2.73,0
27.0,77026.74487847679,Female,PhD,Married,,7.0,213,2.41,1
,37966.118948858384,Male,High School,Married,3.0,11.0,76,2.11,0
63.0,71449.03870024552,Female,,Divorced,2.0,5.0,84,1.94,0
21.0,37862.191909007175,Female,,,,6.0,37,,0
62.0,99255.92486741228,Male,Master,Married,3.0,,84,2.18,0
37.0,75266.83249874077,Male,High School,Married,1.0,10.0,66,3.59,1
34.0,28879.494424280914,Male,PhD,Divorced,5.0,11.0,14,4.15,0
24.0,59981.467475396945,Female,Master,Married,4.0,10.0,145,1.09,0
21.0,,Male,High School,Single,,10.0,88,1.14,0
46.0,47205.46140437272,Female,Master,Divorced,6.0,14.0,222,2.33,1
31.0,,Male,Bachelor,Married,,13.0,15,3.78,0
20.0,41440.125006630034,Male,High School,Single,6.0,12.0,61,2.04,0
,376146.5764984436,Female,Bachelor,Divorced,5.0,120.0,177,,0
54.0,74093.08173998684,Female,High School,Divorced,3.0,15.0,98,2.15,0
33.0,67028.49549883971,Male,High School,Single,6.0,13.0,117,1.36,0
69.0,59609.909429182706,Female,PhD,,8.0,12.0,136,1.88,0
21.0,,Female,Bachelor,Married,4.0,8.0,234,2.33,0
41.0,75827.71012155968,Male,Bachelor,Divorced,5.0,11.0,3,1.51,0
51.0,69098.35473483363,Female,,Married,,7.0,75,3.83,0
47.0,33762.519536395244,Male,High School,Single,1.0,12.0,155,2.02,0
35.0,44232.27772261987,Male,Bachelor,Single,5.0,,137,3.64,0
36.0,54638.78157015775,Female,Bachelor,Divorced,,16.0,15,3.4,1
48.0,30484.18204300605,,PhD,Single,3.0,,32,4.59,0
36.0,64480.0626666306,Female,Master,Single,,9.0,11,1.35,0
66.0,88220.10414647234,Male,Master,Divorced,4.0,8.0,131,1.86,0
63.0,,Female,Bachelor,,2.0,11.0,26,4.46,0
36.0,74792.5228800975,Female,Bachelor,Divorced,,,7,4.29,0
39.0,74554.2386774311,Female,,Divorced,9.0,10.0,92,1.77,0
41.0,104305.91061926761,Female,,Married,5.0,8.0,183,1.43,0
62.0,76877.27664356724,Female,,Married,4.0,,39,4.42,0
,78512.71373576694,Male,,Married,2.0,,4,1.71,0
47.0,31221.70611327691,Male,High School,,5.0,9.0,30,4.48,0
55.0,86656.37588712535,Female,Bachelor,Married,5.0,10.0,166,4.84,0
48.0,67969.94700611125,Male,Bachelor,Single,,14.0,51,1.88,0
53.0,58404.31309134645,Female,Master,Married,4.0,,206,4.36,0
36.0,53447.23751863522,,,Single,13.0,,36,2.7,0
65.0,49028.0912666151,Male,PhD,Married,1.0,15.0,95,4.16,1
62.0,,Male,,Single,,6.0,211,2.63,1
53.0,59432.82141485252,Female,Bachelor,Single,4.0,,113,1.28,0
47.0,49766.428822595044,Female,Master,Single,,13.0,117,3.85,0
66.0,44569.06390539771,Female,Bachelor,Single,,10.0,60,1.6,0
50.0,63411.97588925713,Female,Bachelor,Single,,8.0,51,4.71,0
35.0,52807.80591564434,Female,Master,Married,,10.0,204,2.67,0
69.0,48244.888950006905,Female,PhD,Divorced,,,177,1.33,1
66.0,,Male,High School,Divorced,,11.0,15,1.91,0
45.0,79187.14719008995,Female,Bachelor,Divorced,5.0,11.0,201,4.45,0
64.0,57239.53449100468,Female,PhD,Divorced,4.0,7.0,91,2.28,1
28.0,38295.22685951959,Male,Bachelor,Divorced,2.0,,124,4.43,0
62.0,54575.277173342336,Female,,,,7.0,84,1.69,0
50.0,70982.64111931235,Female,Master,Married,3.0,7.0,156,2.87,0
34.0,60576.81743206624,,PhD,Single,4.0,7.0,153,,0
23.0,,Female,High School,Married,3.0,13.0,208,1.19,0
21.0,60850.96515980619,Male,,Married,2.0,9.0,210,,0
37.0,34462.884471178375,Female,,Married,4.0,8.0,164,4.64,0
65.0,,Male,PhD,Married,8.0,5.0,4,3.39,0
64.0,25835.076792361346,Male,Master,Divorced,5.0,7.0,21,3.86,0
44.0,69230.73149222884,Male,,Married,2.0,10.0,91,4.37,0
32.0,72311.4184299089,Female,Master,Married,4.0,8.0,193,3.09,0
23.0,55603.12592441635,,Master,Divorced,4.0,10.0,69,4.38,0
64.0,67068.45047611113,Male,High School,Single,,,236,3.56,0
,54457.29061519558,Male,High School,Single,2.0,10.0,238,3.74,0
28.0,67309.9040618223,Female,PhD,Single,2.0,8.0,138,1.61,0
56.0,79858.45087037809,,,,6.0,14.0,50,4.76,0
,44157.47147229327,Female,Master,Married,,9.0,213,4.18,0
43.0,73479.29717904606,Female,PhD,Divorced,2.0,8.0,10,2.02,0
33.0,93847.96004776223,Female,,,2.0,7.0,90,,1
22.0,,Male,Bachelor,Single,,8.0,144,2.51,0
,49937.91551157176,Female,Master,Divorced,4.0,9.0,166,3.64,0
27.0,105264.65678171071,Male,,Married,5.0,12.0,67,4.97,0
67.0,61774.124780895145,Female,PhD,Single,2.0,11.0,20,1.18,0
,64630.59807605755,Male,Master,Married,1.0,12.0,111,4.81,0
30.0,65047.484190672134,Male,High School,Married,5.0,13.0,69,1.29,0
60.0,68957.26655198562,Female,Master,Married,3.0,7.0,198,2.84,0
66.0,53222.50109102029,Male,Master,Married,2.0,15.0,25,2.93,0
47.0,63799.81721408342,Male,High School,Married,,8.0,89,2.07,0
,79043.6748687354,Male,Bachelor,Single,4.0,7.0,54,3.27,1
23.0,52531.97957530488,Male,High School,Married,3.0,,12,,0
34.0,51600.12045746609,Female,PhD,Single,5.0,9.0,65,2.18,1
,54158.310490626965,Male,,Divorced,2.0,,182,1.28,0
68.0,,Female,PhD,Married,1.0,11.0,234,3.53,0
36.0,,Male,PhD,,3.0,5.0,67,4.01,0
,45528.40152719809,Female,Master,Divorced,5.0,6.0,149,4.82,0
52.0,,Female,Master,Single,,7.0,133,1.64,0
,76722.91311411535,Female,,Married,4.0,5.0,186,4.61,0
,,Male,,Divorced,7.0,11.0,79,2.93,0
68.0,61143.77234383729,Female,Master,Divorced,6.0,8.0,132,1.94,0
,69129.39502857416,Female,PhD,Married,,15.0,19,4.85,0
46.0,64867.87611815391,Male,Bachelor,,2.0,15.0,81,1.95,0
54.0,18131.220895866827,Female,PhD,Single,,7.0,55,,0
37.0,37042.18176279452,Male,Bachelor,Married,,15.0,61,4.14,0
66.0,75225.28582329479,,Bachelor,Divorced,,7.0,200,2.72,0
38.0,77169.70343839159,Female,Bachelor,,1.0,7.0,101,3.76,0
27.0,76712.1605023994,Male,,Single,,8.0,152,3.29,1
,56443.76031073222,Male,High School,Divorced,7.0,10.0,196,1.77,0
53.0,20103.310787980503,Male,High School,,5.0,8.0,216,4.04,0
23.0,39429.50028641656,Female,Master,Divorced,4.0,,147,,1
43.0,42489.84308705676,Male,PhD,Single,0.0,5.0,24,2.95,0
21.0,,,Master,Single,2.0,11.0,54,4.98,0
,52852.57807166808,Male,PhD,,10.0,9.0,233,,0
56.0,469040.0508130418,Female,Bachelor,,6.0,216.0,237,2.92,0
67.0,89352.76675721515,Male,Master,Divorced,3.0,9.0,149,3.7,0
52.0,93473.96892441726,Female,High School,,1.0,9.0,81,1.74,0
18.0,41669.74012713556,Male,PhD,Married,2.0,6.0,200,4.61,0
41.0,69817.82424283143,Female,Master,Married,5.0,10.0,223,4.21,0
53.0,50449.51822124261,,Master,Married,6.0,10.0,19,4.49,0
23.0,,Female,,Divorced,9.0,6.0,203,3.44,0
58.0,43887.7251451208,Male,Bachelor,Divorced,,14.0,181,4.53,0
63.0,84523.1273510291,Male,Bachelor,Married,6.0,11.0,238,3.72,0
61.0,,Male,Bachelor,Married,,7.0,178,3.05,0
,21055.219506578047,Female,Bachelor,Single,3.0,11.0,151,,0
37.0,,Male,PhD,Single,4.0,3.0,37,2.76,1
,68849.93359135861,Male,High School,,4.0,11.0,28,3.0,1
42.0,38617.46471163744,Female,Master,Single,5.0,6.0,215,1.68,0
,56754.57769861726,Male,Master,Divorced,2.0,10.0,204,4.79,0
38.0,48462.858105662315,Male,Bachelor,Divorced,3.0,8.0,80,1.88,0
47.0,,Female,PhD,Divorced,5.0,,208,1.81,0
41.0,76055.61671829641,Female,,Single,6.0,12.0,206,1.4,0
61.0,,Male,High School,Single,7.0,7.0,71,2.81,0
59.0,65074.58041017028,,Master,,3.0,,149,2.09,0
47.0,,Male,Bachelor,,3.0,6.0,21,3.96,0
39.0,81573.4151505602,Male,Master,Married,1.0,14.0,169,2.23,0
45.0,,Male,Master,Divorced,4.0,1.0,35,3.88,0
24.0,45021.34613479124,Male,High School,Divorced,3.0,9.0,110,1.78,0
52.0,40426.74333487665,Male,PhD,Married,4.0,,216,1.92,0
45.0,80125.15546005782,Female,High School,Divorced,3.0,15.0,1,4.22,1
31.0,45218.14768643057,Female,,,,8.0,206,2.48,0
27.0,34280.89215419104,,Bachelor,Divorced,1.0,,212,1.45,0
,70986.55092233866,Female,Bachelor,Married,5.0,11.0,92,4.85,1
33.0,41825.04838180549,Female,PhD,Single,6.0,12.0,210,,0
48.0,52985.470349832845,Male,PhD,Divorced,6.0,12.0,195,1.6,0
59.0,107622.87801763395,Female,,Married,1.0,11.0,91,2.43,0
42.0,75742.77108006946,Female,,Divorced,,10.0,70,1.38,0
30.0,55779.187851706505,Male,Master,Married,5.0,,132,1.62,0
23.0,57577.437481116336,Male,PhD,Divorced,4.0,11.0,1,4.39,0
61.0,78149.75172442943,Male,Bachelor,Married,,7.0,149,1.69,0
26.0,,Male,Bachelor,Single,,9.0,99,1.45,0
62.0,,Male,Bachelor,Single,,13.0,92,4.52,0
53.0,62071.19884478849,Male,Master,Single,7.0,8.0,82,2.78,1
60.0,30403.03039124056,Male,High School,Divorced,2.0,7.0,116,1.63,1
37.0,,Female,Bachelor,Married,10.0,11.0,125,3.33,0
35.0,56463.55448452991,Male,Bachelor,Divorced,2.0,4.0,52,1.17,0
60.0,47334.29629307711,Female,Bachelor,Divorced,8.0,11.0,99,2.71,0
38.0,71721.58068680727,Female,PhD,Married,7.0,,53,3.36,1
21.0,63943.59487611252,Male,Master,Divorced,6.0,18.0,85,4.83,0
67.0,44544.5121301124,Female,PhD,Married,4.0,11.0,80,2.31,0
50.0,63263.96918992715,Female,PhD,Married,2.0,9.0,56,4.06,0
44.0,51635.34428890154,Female,High School,Single,,6.0,218,1.53,0
24.0,,,PhD,Single,3.0,13.0,103,,0
23.0,67724.84597925915,Female,High School,,,,201,,0
32.0,28787.860259341425,Female,PhD,Married,4.0,8.0,87,2.97,0
35.0,96410.30200439163,Male,Bachelor,Single,,9.0,194,,0
49.0,47337.019920855004,Female,Master,Married,5.0,6.0,195,4.92,0
28.0,40505.26018439661,Female,,Divorced,,,33,4.67,0
37.0,102873.73305087042,Female,High School,Single,7.0,9.0,216,3.33,0
41.0,66916.73315591128,Female,,Married,7.0,15.0,23,1.71,0
32.0,74015.3201441097,,,Married,4.0,,6,3.23,1
65.0,74661.202317443,Male,Bachelor,Married,6.0,7.0,85,4.17,0
24.0,55880.20567524393,Female,PhD,Married,5.0,11.0,175,1.15,0
38.0,48551.894596273596,Male,,Single,5.0,,186,2.74,0
59.0,,Female,Bachelor,Single,4.0,9.0,5,1.17,0
43.0,92177.32558488067,Male,PhD,Single,,7.0,77,1.98,0
61.0,64075.75106413617,Male,PhD,Married,7.0,9.0,232,1.37,0
31.0,86258.30079432273,Male,,Divorced,3.0,,205,4.84,0
54.0,58471.097455430034,Female,High School,Married,5.0,11.0,83,1.68,0
38.0,44892.32845312511,Female,Bachelor,Divorced,,10.0,9,1.6,0
35.0,31155.670522638913,Female,High School,Single,3.0,11.0,3,4.89,0
,72960.0637030808,Female,Bachelor,Married,4.0,13.0,189,3.06,0
20.0,93881.96156823947,Female,Bachelor,Married,2.0,14.0,223,4.03,0
40.0,42280.53983506998,Male,Bachelor,Single,4.0,9.0,192,2.31,1
43.0,70267.4513727604,,High School,Married,,13.0,46,3.13,0
54.0,32487.685686384986,Male,Master,Divorced,6.0,,184,,0
41.0,48886.06645876217,Female,,,,,39,2.64,0
,65358.735707490945,Female,,Divorced,10.0,14.0,13,3.22,0
36.0,,Male,,Married,4.0,,41,3.06,0
68.0,59639.53494541235,Female,High School,Married,4.0,8.0,139,2.62,0
,43265.99053165709,Female,High School,Divorced,3.0,10.0,41,4.15,0
38.0,72095.18451476548,Male,Master,Married,,10.0,75,3.01,0
29.0,56691.987156929405,Male,PhD,,6.0,7.0,238,3.54,1
58.0,78788.78038935165,Female,PhD,Single,4.0,8.0,175,1.74,0
50.0,54408.0342651037,Female,Bachelor,,,18.0,177,4.45,0
67.0,,Male,High School,Single,2.0,6.0,193,2.45,0
21.0,30260.798379274693,Female,PhD,,3.0,6.0,35,2.93,0
59.0,21819.809928840616,Male,PhD,Single,3.0,11.0,163,2.41,0
,72659.15665219979,Male,Bachelor,,4.0,12.0,67,4.57,0
39.0,111154.61838537987,Male,Bachelor,Divorced,,8.0,132,4.6,0
50.0,68704.76274370262,Female,Master,Married,4.0,10.0,24,1.9,0
,93440.93764008682,Male,,Married,2.0,10.0,94,4.01,0
41.0,82671.4658157804,Male,,Single,2.0,8.0,96,1.41,0
51.0,49633.279802518286,Female,Master,Divorced,2.0,8.0,113,1.12,0
45.0,85306.31961981251,Male,High School,Married,2.0,8.0,84,4.35,0
60.0,50428.5061697497,Female,Master,,3.0,8.0,164,1.52,0
58.0,50825.842609232815,Female,High School,Married,2.0,,205,1.62,1
56.0,55828.153481273795,Female,High School,Divorced,3.0,14.0,56,3.43,0
,56776.0395534574,Male,PhD,Married,4.0,,231,,0
,73227.38926372294,Male,High School,Single,,7.0,4,1.76,0
34.0,46582.26528218389,Female,Bachelor,Divorced,5.0,17.0,220,1.46,0
51.0,77782.05557165954,,PhD,Married,,14.0,168,1.31,0
,77494.88166062941,Female,Bachelor,Married,3.0,7.0,171,,0
63.0,66859.2706488897,Male,Master,Divorced,3.0,8.0,58,1.47,0
,98792.2381721489,Female,Master,Married,,11.0,62,,0
,85747.85297316617,Female,High School,Married,,,135,1.38,0
18.0,,Female,High School,Single,3.0,6.0,137,3.39,0
27.0,61323.06749086503,Male,Bachelor,Divorced,5.0,14.0,22,4.68,0
38.0,67035.32275628652,Female,,Married,,10.0,4,,0
22.0,70476.14726175508,Male,Bachelor,Divorced,2.0,12.0,128,1.13,0
19.0,60264.8274705521,Male,Master,Divorced,1.0,8.0,164,3.39,0
39.0,,,Bachelor,,5.0,14.0,225,4.61,0
65.0,11885.74514247376,Female,PhD,Single,,12.0,198,2.29,1
19.0,,Female,PhD,Divorced,,12.0,195,2.25,0
27.0,,Male,Master,Single,1.0,8.0,35,2.0,0
51.0,36777.62287686328,Male,Bachelor,,,14.0,33,3.02,0
33.0,72103.37299440983,Male,,Married,,10.0,135,1.95,0
65.0,48169.46643364952,Female,High School,,,10.0,105,3.9,0
68.0,52669.416351858534,Male,,Single,5.0,12.0,227,,0
56.0,,Female,Master,Married,,5.0,183,2.6,0
39.0,,Female,Bachelor,Married,4.0,,121,3.89,0
29.0,40157.04422613559,Female,,Divorced,3.0,6.0,175,1.39,0
41.0,96096.68731287996,,Master,Single,3.0,10.0,190,,0
64.0,57088.86602927233,Male,,Married,,,195,3.41,0
57.0,84930.91186462136,Male,PhD,Single,4.0,14.0,64,3.52,0
,28025.94276342131,Female,Bachelor,Divorced,4.0,8.0,121,1.26,1
,,Male,,Single,6.0,8.0,171,3.47,0
52.0,41741.10968843158,Male,High School,,3.0,7.0,18,2.98,0
,50370.784469346225,Female,High School,Single,2.0,10.0,3,2.94,0
66.0,,Female,,Married,,4.0,59,2.29,0
49.0,67385.9295286,Male,,Married,,15.0,116,1.03,0
24.0,,Female,Master,,,9.0,190,2.69,0
,,Male,High School,Single,3.0,15.0,39,,0
37.0,43628.02601218396,Female,Master,Divorced,5.0,,219,2.69,0
43.0,,Female,Master,Divorced,3.0,,64,3.45,0
21.0,36702.284022139174,Male,,Married,5.0,5.0,201,2.2,1
63.0,2088.8460004416484,Female,High School,Single,3.0,5.0,81,2.08,0
69.0,58299.19387710269,Female,Master,Single,5.0,8.0,60,2.99,0
,51391.24614598046,Female,PhD,Divorced,,10.0,105,3.37,0
32.0,,Male,Master,Single,,9.0,170,,0
57.0,39763.92957982456,Female,Bachelor,Married,4.0,13.0,109,,0
38.0,76209.94998300534,Female,Bachelor,,2.0,14.0,5,4.08,0
,108507.83178834163,Male,PhD,Divorced,4.0,6.0,46,1.21,0
39.0,,Male,Master,Married,,,132,3.25,0
69.0,,Female,Bachelor,Married,6.0,14.0,14,2.67,0
45.0,,Female,Master,Married,3.0,9.0,221,,0
,60708.39783564868,Female,Bachelor,Married,6.0,6.0,11,4.83,0
44.0,53117.54526874337,Male,High School,Married,4.0,10.0,188,2.83,0
58.0,,Female,High School,Married,6.0,20.0,22,3.88,0
57.0,82991.81379397253,Male,PhD,Divorced,6.0,10.0,106,4.87,0
,37238.38078086975,Male,PhD,Single,6.0,8.0,5,1.6,0
43.0,,Female,Master,Single,,6.0,181,1.22,0
66.0,84980.00415645006,Female,PhD,Divorced,6.0,14.0,140,,0
19.0,79674.29387055995,Male,,Single,2.0,7.0,149,1.18,0
42.0,37548.28122099513,Female,High School,Single,4.0,21.0,79,1.47,0
20.0,56348.16244437909,Female,High School,Divorced,7.0,7.0,24,,0
25.0,,Male,Bachelor,Single,6.0,10.0,13,4.84,0
61.0,,Female,Master,Single,5.0,8.0,96,3.77,0
,79502.69042486575,Male,High School,Divorced,,,26,,0
59.0,67685.71776334595,Female,High School,Single,4.0,11.0,40,1.56,0
69.0,71039.06295991568,Male,Master,Married,3.0,10.0,26,3.38,0
52.0,66855.92843854317,Male,Bachelor,Divorced,5.0,,228,1.62,0
23.0,91594.66155055781,Female,Bachelor,Single,,7.0,173,2.51,0
56.0,51563.776411375635,Male,Bachelor,Single,,9.0,30,2.38,0
69.0,60963.82325890434,Male,Bachelor,,3.0,,64,3.46,0
40.0,,Female,High School,Divorced,4.0,,111,1.32,0
42.0,,Female,Master,Divorced,2.0,6.0,73,1.41,0
67.0,66499.13402116761,Female,Master,Single,5.0,10.0,88,3.44,0
,45516.274681162955,Male,High School,Married,,8.0,124,,0
36.0,58846.28794205288,Male,High School,Married,2.0,8.0,166,2.36,0
22.0,92354.98621048417,Male,High School,Married,3.0,9.0,146,1.59,0
68.0,91198.75404745642,Female,PhD,Married,6.0,11.0,137,4.54,0
28.0,104480.895573766,Male,Master,Married,4.0,14.0,214,1.21,0
29.0,,Male,,Married,,12.0,184,3.87,0
27.0,108060.36383570981,Female,Master,Divorced,3.0,4.0,128,1.56,0
25.0,68730.59335625122,Male,Bachelor,Single,4.0,12.0,38,3.55,0
41.0,,Female,High School,Single,5.0,11.0,149,3.65,0
45.0,39992.148610290395,Female,High School,Married,7.0,15.0,71,4.22,1
58.0,87926.61214883039,Female,High School,Divorced,2.0,6.0,140,2.58,0
53.0,61032.5300562084,Male,PhD,Divorced,1.0,3.0,36,1.09,0
54.0,62522.63031692032,Male,Master,Married,1.0,9.0,122,4.24,1
38.0,49018.57824092373,Male,High School,Single,5.0,15.0,11,2.78,0
25.0,51416.521207014346,Female,PhD,Married,3.0,12.0,128,4.39,0
,67675.1857955385,Female,,Divorced,4.0,6.0,195,4.1,0
64.0,,Female,Bachelor,,2.0,,27,2.99,0
,65142.76931616191,Male,,Single,3.0,11.0,191,5.0,0
65.0,90221.60390270258,Male,PhD,Single,1.0,6.0,199,2.85,0
63.0,17327.28316682358,Male,High School,Divorced,5.0,6.0,194,3.79,0
57.0,29173.76243845773,Male,Master,Married,7.0,13.0,74,3.68,0
35.0,73512.19923006116,Male,,Married,5.0,,195,3.07,0
59.0,87279.35747321727,Female,,Divorced,7.0,12.0,81,3.34,0
37.0,50202.14539720636,Male,,Married,2.0,7.0,107,4.19,0
23.0,20035.18769910923,Female,Bachelor,Divorced,5.0,10.0,65,3.29,0
,,Female,Master,Married,5.0,11.0,162,2.8,0
19.0,43778.69696170951,Male,PhD,Single,,10.0,205,3.65,0
24.0,52775.07314144775,Female,Master,Divorced,5.0,9.0,206,1.14,0
33.0,66380.89744639554,Male,PhD,Married,3.0,12.0,209,1.44,0
20.0,,Male,Master,Married,7.0,6.0,127,1.5,0
62.0,,Female,High School,Married,4.0,13.0,34,2.7,0
20.0,42843.99614871822,Male,Bachelor,Divorced,2.0,6.0,64,4.49,1
44.0,97158.57121855367,Male,High School,Single,,,17,3.57,0
67.0,,Female,Bachelor,Married,7.0,3.0,179,4.89,0
60.0,71490.34681234363,Female,PhD,Divorced,5.0,11.0,105,,0
57.0,16271.335485308678,Female,,Married,4.0,11.0,184,3.89,0
55.0,,Female,,Single,,7.0,89,2.26,0
50.0,,,Master,,1.0,14.0,108,1.09,1
45.0,34437.33719629668,Female,High School,Single,5.0,9.0,222,,0
18.0,65174.202669476654,Male,Bachelor,Divorced,3.0,6.0,176,1.65,0
25.0,,Male,PhD,Married,5.0,,228,1.86,0
54.0,71387.31837187547,Male,,Divorced,7.0,9.0,190,2.36,0
49.0,46396.611965995486,Female,,Married,,,184,4.15,0
65.0,60265.29286167947,Male,PhD,Divorced,,10.0,139,3.5,0
60.0,74607.13862402398,Female,Master,Married,5.0,,213,2.06,0
54.0,61189.040684352985,Male,Master,Divorced,2.0,9.0,148,1.67,0
21.0,85085.6977821379,Female,Master,Married,3.0,8.0,221,1.44,0
47.0,67913.63113680217,,High School,Divorced,5.0,10.0,68,1.6,0
23.0,75058.45330575662,Female,High School,,,12.0,162,4.47,0
63.0,76428.0129398352,Female,Master,Divorced,3.0,9.0,42,4.69,0
36.0,38666.34593388274,Female,Master,Single,3.0,8.0,169,4.87,0
49.0,60999.72070713358,Female,Master,Single,1.0,10.0,190,4.34,0
26.0,53352.910529620705,Male,PhD,Married,8.0,11.0,145,4.55,0
,80876.91989614157,Male,Master,Single,8.0,15.0,12,4.26,0
,69264.66093408049,Female,Master,Single,5.0,15.0,68,4.83,0
63.0,56235.75075788819,Female,Bachelor,,3.0,11.0,41,4.38,0
33.0,34362.971931146734,Female,Bachelor,Divorced,7.0,,142,2.85,0
18.0,28061.833357589177,,Bachelor,,,14.0,4,2.29,1
62.0,,Female,Bachelor,Single,7.0,5.0,126,3.34,0
38.0,45655.746455330795,Female,Master,,1.0,13.0,226,3.43,0
47.0,73322.52936194466,Male,Bachelor,,2.0,11.0,210,3.3,0
30.0,,Female,PhD,Divorced,3.0,8.0,77,3.83,0
51.0,,Female,PhD,,6.0,10.0,74,3.8,1
21.0,73277.2817986335,,,Divorced,1.0,6.0,142,1.35,0
,,Female,High School,Single,2.0,10.0,9,2.14,0
55.0,93661.17872805464,Female,,Married,6.0,,171,4.56,0
48.0,,Male,PhD,Divorced,3.0,12.0,148,3.36,0
44.0,50499.93522765912,Female,Bachelor,Divorced,,13.0,1,2.31,0
,61551.526195566585,Male,Bachelor,Divorced,,8.0,108,,1
42.0,103572.57001852544,Female,Master,Single,30.0,8.0,93,2.0,1
20.0,81283.80621097703,,PhD,Married,6.0,15.0,209,2.64,0
50.0,54080.96644016556,Female,Bachelor,Single,5.0,6.0,72,2.11,0
21.0,20455.50309522036,Female,Bachelor,Divorced,2.0,20.0,17,4.49,0
42.0,36363.228611820174,Female,Master,Single,6.0,8.0,213,3.91,0
,77418.24096898819,Male,PhD,Divorced,1.0,12.0,89,2.84,0
51.0,92276.05430072306,Female,Bachelor,,3.0,,20,4.73,1
,60408.51037836174,Female,,Single,1.0,11.0,59,4.71,0
22.0,40358.97316014213,Male,Bachelor,Divorced,,9.0,217,3.85,0
52.0,31585.006206417962,Male,High School,Divorced,,14.0,213,4.57,0
45.0,88292.29236282216,Female,High School,,4.0,13.0,141,3.88,0
46.0,68989.35556894455,Male,Bachelor,Single,4.0,6.0,121,3.51,0
26.0,53397.20758710508,Female,PhD,Single,2.0,10.0,77,2.68,0
69.0,48634.56427848918,Male,High School,Divorced,,10.0,175,2.09,0
55.0,73436.59275467257,Male,Master,,4.0,10.0,50,1.24,1
67.0,72886.3698814272,Female,Bachelor,,3.0,9.0,94,4.2,0
23.0,,Male,Master,,5.0,11.0,205,,1
36.0,37152.550181981154,Female,High School,Single,0.0,9.0,168,2.64,0
61.0,38161.94608573011,Male,PhD,Divorced,3.0,11.0,135,1.94,0
28.0,50635.50839051287,Male,Master,Married,,7.0,55,2.82,1
19.0,,Male,High School,Married,,12.0,51,2.26,0
,92361.84036339131,Female,High School,Divorced,4.0,9.0,234,4.32,0
61.0,49924.38755481122,Female,High School,Divorced,7.0,9.0,76,4.91,0
61.0,35006.6710410054,Male,,Divorced,1.0,13.0,130,,0
26.0,36130.051182009454,Female,,Single,5.0,6.0,14,3.49,0
38.0,56320.56797916809,,Bachelor,Divorced,6.0,6.0,106,4.92,0
41.0,23557.517540423192,Female,High School,Single,,12.0,145,2.6,0
51.0,58797.58572275207,Male,Bachelor,Married,4.0,12.0,77,3.09,0
39.0,33275.80999036872,Female,,Divorced,10.0,11.0,129,2.03,0
20.0,83172.20733483402,,Bachelor,Divorced,,,119,,0
29.0,62331.2469848389,,,Single,8.0,13.0,111,1.72,0
45.0,102420.47203064887,Male,PhD,Single,2.0,14.0,1,3.44,0
